 ,Time,Time,Place,Place,Place,Place,Place,Place,Place,Environment,Environment,Environment,Environment,Environment,Environment,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Aircraft 1,Component,Component,Component,Component,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Aircraft 2,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Person 2,Events,Events,Events,Events,Events,Events,Assessments,Assessments,Report 1,Report 1,Report 2,Report 2,Report 1,
1757028,202008,,ZZZ.Airport,US,,,0,,,,,,Daylight,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Taxi,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Safety Related Duties,Distraction; Communication Breakdown; Time Pressure,Party1 Flight Attendant; Party2 Flight Attendant,,1757028,Aircraft X,General Seating Area,,Flight Attendant (On Duty),Flight Attendant Current,,Safety Related Duties,Time Pressure; Distraction; Communication Breakdown,Party1 Flight Attendant; Party2 Flight Attendant,,1757568,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,Aircraft In Service At Gate,General None Reported / Taken,Environment - Non Weather Related; Human Factors,Human Factors,"[I was] advised by C Flight Attendant to do a report. Commuting Flight Attendant told her that cabin was not secure for pushback. I know we had an issue with 2 little kids in the back not wanting to wear the face masks; but it was addressed and in compliance before taking off.",,"As I was cleaning the cabin during deplaning in ZZZ; a commuting Flight Attendant (FA) in the aft cabin asked me a question. His words were muffled by his face mask; but I thought he was just making conversation and asking if we had an aircraft swap in ZZZ. I shook my head no and continued my duties. After conferring with the other FAs; I realized he was probably asking me if I was going to submit a report since he told them the cabin was not secure at pushback.I was at the over wing exit in position for the emergency demonstration at pushback and could not see the aft cabin except something that may have happened in the aisle or above seat level at that time. I saw nothing amiss and; I do know what he was referring to as insecure.During the oxygen mask demo portion of the briefing; I did have a COVID face mask challenge with a family with two young boys sitting in the back of the aircraft.",,"Flight Attendant crew reported parents with small children were having problems with the children complying with the face mask policy.",
1757033,202008,,,,,,,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Cruise,Direct,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant In Charge,Flight Attendant Current,,Safety Related Duties; Service,Communication Breakdown; Workload; Distraction,Party1 Flight Attendant; Party2 Other,,1757033,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,Y,Person Flight Attendant,In-flight,General None Reported / Taken,Human Factors,Human Factors,"I was the Purser on flight. During boarding and after takeoff; all required announcements including the announcement regarding the wearing of face masks were made.  As I took meal orders; I observed the Passenger X; [was] not wearing a face mask.  I advised her of the mask policy when I took her lunch preference.After takeoff; I once again observed that she was not wearing her mask.  The primary service was being served; so I decided I would monitor her for compliance once the meal service was complete.As I did a final pickup; I once again observed Passenger X not in compliance with the mask policy.  She was sitting in her seat; not consuming any food or beverages; and her mask was laying next to her seat. I made an additional PA regarding the mandatory mask policy hoping she would hear the PA and comply.  I waited approximately 10-15 minutes to see if she would wear her mask.   I approached her and said; 'Hello again; I'm the purser on today's flight.  I know I reminded you earlier about the mask; please understand that it is a requirement that it be worn unless you are actively eating food or drinking a beverage.'  She rolled her eyes and said; 'I am drinking;' as she held an empty blue plastic cup at her chin.  I explained to her that I had observed her not wearing the mask since prior to takeoff and that I needed her to comply for everyone's safety.  As I turned to walk away; she took the mask and threw it in the aisle. I looked at the manifest and discovered that Passenger X was a non-revenue passenger.I contacted the cockpit to advise the Captain of the situation.  The Captain advised me to inform Passenger X that she must comply with the mask wearing policy.  If she refused; he was going to have the aircraft met upon arrival in ZZZ1.  I retrieved one of the mask policy slips that explains the mask policy and once again approached Passenger X.  I asked her to confirm her last name as I wanted to be certain that it was truly her occupying seat XA.  She confirmed her identity as well as confirmed that she was traveling as a non-revenue passenger.  I gave her the form and explained in great detail that failure to comply with the mask policy would likely result in severe disciplinary action. I explained that the policy is mandatory and that the Captain wanted me to inform her that failure to comply would result in the aircraft being met upon arrival in ZZZ1.  She had requested more alcohol to drink so I informed her that the Captain and I had made the decision to not serve her anymore alcohol since she was being belligerent.  She put her hand up towards my face; shook her head and said 'really? This is so messed up. %$#%#!  (Yes; she used the %$#%# [language] towards me) The mask that she pushed into the aisle was still there so I had another mask with me as I didn't want her to wear a mask that had been in contact with the floor.  I asked her if she would like a clean mask. She accepted my offer of a mask.  I then informed her that I would pass along to the Captain how she responded.The FO exited the cockpit for a break shortly after my conversation with Passenger X.  FO also observed Passenger X sitting in seat XA without wearing her mask.  I once again contacted the cockpit and advised the Captain that Passenger X was still refusing to comply and that FO also witnessed her being non-compliant. Shortly after FO went on her break; I observed Passenger X put her mask on the right of her seat and pull the blanket up over her head.  She kept her head covered until we prepared the cabin for landing.  As we did final safety checks; I observed her remove the blanket from her head.  She was not wearing a mask the entire time she had her head under the blanket.Upon arrival in ZZZ1; the plane was met by two Customer Service Managers as well as In-flight Supervisor.  I explained the situation to all three ladies and I identified Passenger X as she exited the aircraft.",,,,"Flight Attendant reported a passenger was non-compliant with face mask policy.",
1757035,202008,1801-2400,,,,,,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,,IFR,,,Descent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Cabin Jumpseat,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Safety Related Duties,Communication Breakdown; Distraction; Situational Awareness; Time Pressure,Party1 Flight Attendant; Party2 Other,,1757035,,,,,,,,,,,,Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,In-flight,General None Reported / Taken,Human Factors; Environment - Non Weather Related,Human Factors,"Passenger in XX2 was non-compliant with mask during final cleanup and securing of cabin for landing in ZZZ (turbulent procedures). Flight Attendant B came forward for assistance and by the time I was finished gaining compliance we were on final descent. I was unable to take my jumpseat.Plan ahead for communication with other FAs and flight deck if needed through intercom and do your best to be seated for personal safety.",,,,"Flight Attendant reported not being seated during landing due to having to deal with a non-compliant passenger regarding the face mask policy.",
1757249,202008,,,,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Safety Related Duties,Situational Awareness; Workload; Communication Breakdown,Party1 Flight Attendant; Party2 Other; Party2 Flight Crew,,1757249,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,In-flight,General None Reported / Taken,Environment - Non Weather Related; Human Factors,Human Factors,"Passenger in X6; Mr. A; did not want to comply with mask policy and refused to stop his conversation on his phone when we [were] getting ready for pushback. He got very loud and ornery with me. I went to inform the Captain about the situation and the passenger's behavior and the Captain turned me and said 'what do you want me to do about it.' I was shocked at his response. I figured he was not going to give any support to the situation so I just turned and walked out of the flight deck. Another crew member told me that Mr. A gave him attitude also. At this point I felt that the Captain was not going to give us any support to the situation so I briefed the rest of the flight attendants to not address Mr. A. about wearing his mask so that we would not have a bad situation happen inflight. I put the face mask policy on Mr. A's console and left the situation alone after that. Mr. A. did not wear his mask at all during the flight.",,,,"Flight Attendant reported passenger refused to comply with the face mask policy.",
1757253,202008,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Cruise; Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Safety Related Duties,Situational Awareness; Workload,,,1757253,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,Y,Person Flight Attendant,In-flight,General None Reported / Taken,Environment - Non Weather Related; Human Factors,Human Factors,"Passengers X and Y boarded shortly before door closure. They were sitting in seats X4 and Y4. They had two children with them. One was sitting in seat X6 the other was an infant. Passenger Y was changing her infant's diaper in the seat. I went to go speak to her about it and the passenger in seat X12; Passenger Z; stopped me to ask me to move seats because it was disgusting and smelled. I apologize to him and told him I was taking care of the situation and that he could move to seat Z12. I asked Passenger Y to change the baby in the lavatory because there was a changing table in there and she just looked at me and said that she was finishing.During the flight I had to repeatedly remind Passenger Y to keep her mask on and also her husband. She told me to quit bothering her about it. I reminded her about the face mask policy and didn't bother her again. Passenger X and Y continued to not abide by the mask policy. During the breakfast service Passenger Z came to me to complain [about]the family again because they didn't have their mask on. I assure him that I had spoken to them numerous times to no avail and that it was now in the company's hands at this point and they would be addressing it with them.",,,,"Flight Attendant reported a family would not comply with the face mask policy and that it was disturbing to other passengers.",
1757266,202008,1801-2400,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant In Charge,Flight Attendant Current,,Safety Related Duties; Boarding,Communication Breakdown,Party1 Flight Attendant; Party2 Other,,1757266,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,Aircraft In Service At Gate,General None Reported / Taken,Company Policy; Environment - Non Weather Related; Human Factors,Company Policy,"Guest boarded with a face shield only. Approached guest and inquired if she had a mask she could wear in compliance with the policy. Guest I guess was having a bad day but initially pushed back asking when that had started. Informed her we had started this policy on the [date] and we had masks on board to assist with. She indicated she had her own cloth mask.  Don't allow guest onboard without proper face masks. Makes it very difficult to work and gain complaints onboard.",,,,"Flight Attendant reported a passenger had to be told to wear a mask while on board.",
1757407,202008,,,,,,,,,,,,,,,Center ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Cruise,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Not Flying; Captain,Flight Crew Multiengine; Flight Crew Instrument; Flight Crew Air Transport Pilot (ATP),,,,,,1757407,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,In-flight,General None Reported / Taken,Environment - Non Weather Related; Human Factors; Company Policy,Human Factors,"Notified by the flight attendants that a passenger refused to wear his mask. Crew followed SOP and flight attendants indicated that they were submitting reports concerning the issue.I do not know what led the passenger to be non-compliant with the face covering policy. The flight was proceeding on schedule and in accordance with company SOP.",,,,"Air carrier Captain reported a passenger did not comply with wearing a face mask during the flight.",
1757563,202008,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,,,Other All Phases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Service; Boarding; Safety Related Duties,Situational Awareness; Communication Breakdown,Party1 Flight Attendant; Party2 Other,,1757563,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,Y,Person Flight Attendant,In-flight,General None Reported / Taken,Company Policy; Environment - Non Weather Related; Human Factors,Human Factors,"The passenger occupying seat X3; throughout boarding; taxi; takeoff; most of the flight; as well as descent; final descent; landing and taxi in; was not wearing a mask.  I asked him numerous times to put on his mask.  He avoided complying by having a bag of apples slices next to him and every few minutes or two putting one into his mouth and slowly chewing it.  So technically; he was eating; as well as occasionally coughing; throughout the majority of the flight.  After making one final plea; telling him that he was making me very uncomfortable and to please put on his mask; and his insistence that he was eating; I opted to occupy the middle seat; in row X; (seat 4) for landing; as to not have to sit within 6 feet of this passenger who was very obviously using loopholes to not comply with airlines mask policy.  I informed the A Flight Attendant prior to being seated for landing that I would not be sitting in my assigned seat; and as we were on final descent when I made this decision; it was too late contact the flight deck to request an Ops Supervisor to meet the aircraft.",,,,"Flight Attendant reported a passenger was not complying with the face mask policy.",
1757565,202008,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked; Cruise; Takeoff / Launch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant In Charge,Flight Attendant Current,,Boarding; Safety Related Duties; Service,Situational Awareness; Communication Breakdown,Party1 Flight Attendant; Party2 Other,,1757565,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,In-flight,General None Reported / Taken,Human Factors; Environment - Non Weather Related; Company Policy,Human Factors,"I had a Deadheading (DH) pilot and Non-Revenue (NR) Pilot boarding at different times ID's on and refusing to wear masks. I asked both if they could please use their masks; both refused saying they were actively drinking!I addressed the NR Pilot's X type wrap he had primarily around his shoulder; when I asked him to place it on [he] refused. I shared the requirements that went into effect. He said it does [meet the requirements]. Plus it looked like it was a weave similar to what we used to wear as kids to cover our mouths and neck in the Midwest winters. Not a tight weave at all. I looked up the policy. It didn't say much about weave; so I went and apologized to him; only to have my head bit off more.This walking; talking while holding a cup of coffee is not actively drinking. The only ACTIVE action is their germs being spread over the area and on us. Also showing passengers how to circumvent the procedure.DH Pilot only had mask on for takeoff; but did not cover his nose. When I did my walk through I asked to have it please place over his mouth. He slumped down in his seat I was unable to see if complied with keeping his nose covered. The NR did not use mask until we were taxing into ZZZ.Both kept using their drink and very very slowly eating as an excuse not to comply. NR Pilot after landing PA and I did my walkthrough had his bag pulled out from under his seat and had his iPad placed on top and was watching his program; mask off. I asked my B to handle it I didn't think my asking him to comply was the proper thing to do. She did; he moved his bag. B relayed to me later he said he was mad that everyone gives him a hassle about his wrap.I did all I was able to do. Tools are not in place to handle these situations.",,,,"Flight attendant reported a deadheading pilot and a non-revenue pilot refused to follow face mask policy.",
1757569,202008,,,,,,0,,,,,,Daylight,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,,,Parked,,,,,,,,,High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Door Area,Air Carrier,Flight Attendant (On Duty),,,Boarding,Communication Breakdown,Party1 Flight Attendant; Party2 Ground Personnel,,1757569,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,Aircraft In Service At Gate,General None Reported / Taken,Company Policy; Human Factors,Human Factors,"An X-year old child boarded the flight without a mask on with his parents. I politely informed the parents of the policy and they refused to comply; so I had a Customer Service Supervisor meet the plane to talk to them. He tells me that he 'doesn't have the heart to remove them from the plane;' despite our mask policy. Because he was allowed to fly; other passengers were at higher risk to contract COVID-19 and it negates our policy. Customer Service and employees; in general; need to unite and follow our policies. Clearly; other employees (including Ops) saw this family through the process and did not address it. This family should have never gotten to the plane before this was addressed. If we are going to make exemptions; then all work groups need to be on the same page. Customer Service Supervisors need to be trained to address these situations as outlined in our mask policy.",,,,"Flight Attendant reported family boarded with a child not wearing a face mask. The family refused to comply with the mask policy; but was allowed to remain on the flight.",
1757580,202008,0601-1200,,,,,,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Cruise; Takeoff / Launch; Climb; Initial Approach; Landing; Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant In Charge,Flight Attendant Current,,Service; Boarding; Safety Related Duties,Situational Awareness; Communication Breakdown,Party1 Flight Attendant; Party2 Other,,1757580,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,In-flight,General None Reported / Taken,Human Factors; Company Policy; Environment - Non Weather Related,Human Factors,"On Aircraft X there were passengers that had masks on when they boarded but then immediately took their masks off and sipped on water bottles the whole flight and didn't wear their mask.  I couldn't see their faces.  I noticed during service that they were drinking their water; so I didn't say anything but after we secured the cabin for landing (we had to do it early because the Captain was anticipating turbulence); Flight Attendant Y called me and told me that they didn't have their masks on and that one of the passengers moved from their original seat forward to sit with his friend and we didn't catch it until it was close to landing and it wouldn't have been safe for us to get out of our seats to talk to him and I didn't want him to get up and move back to his original seat either for safety reasons. What do you suggest is the proper way to handle people that won't wear their mask and act like they're drinking water the whole flight?",,,,"Flight attendant reported passengers did not comply with the face mask policy during flight.",
1757583,202008,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Boarding,Communication Breakdown; Situational Awareness,Party1 Flight Attendant; Party2 Other,,1757583,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Boarding,Communication Breakdown; Situational Awareness,Party1 Flight Attendant; Party2 Other,,1757585,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,Y,Person Other Person,Aircraft In Service At Gate,General None Reported / Taken,Company Policy; Environment - Non Weather Related; Human Factors,Human Factors,"Gate agent in ZZZ notified me that passenger was not complying with the mask wearing. He would put it up (handkerchief) over his mouth then let it fall down when she walked away. I talked to him before shutting the door informing him of our policy and that he would not be allowed to fly if he didn't wear his mask. He was surly saying he was getting ready to eat. He said he would wear it when he wasn't eating. He continued to keep it down around his neck; only lifting it up over his mouth when we did our checks throughout the flight. I again told him he wouldn't be allowed to fly on his connecting flight if he didn't comply. He informed me that I was interfering with his constitutional rights. I said you have a right to refuse to wear a mask. The company also has the right to deny your passage on the flight. He said fine-he didn't need to go to ZZZ1 Traveling with a woman and 2 children.",,"[Report narrative contained no additional information.]",,"Flight attendants reported a customer service agent advised them a passenger was not complying with face mask policy.",
1757908,202008,0601-1200,ZZZ.ARTCC,US,,,,,,,,,,,,Center ZZZ,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Cruise,,Class A ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Safety Related Duties; Boarding,Situational Awareness; Communication Breakdown; Distraction,Party1 Flight Attendant; Party2 Other,,1757908,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,In-flight,General None Reported / Taken,Company Policy; Environment - Non Weather Related; Human Factors,Human Factors,"Passenger in [seat] X3 yelled at FA while FA was doing beverage service because he was upset I asked passenger in [seat] Y1 to wear his mask while not actively eating or drinking. Which then caused other passengers to speak up on FA behalf. FA A had asked passenger in Y1 twice already to wear his mask when he walked on and wore it as an eye mask and when he took his seat. I told him 'I'm going to ask one last time for you to wear your mask; and they will also ask you while connecting to ZZZ1 to wear it.' He put his mask on and I continued service. When I got to X3 he began yelling and asking me how I didn't know the gentleman didn't have a heart condition. I stated it was policy to wear masks regardless and unless specified. He said I was wrong and too authoritative to the gentleman. I calmly stated 'Okay; sir' and continued to do my service. The rest of the flight went fine and no other words were exchanged. Give FA material stating policy explicitly so they can hand material to questioning guests. Passenger in X3 should be suspended for being rude and causing commotion.",,,,"Flight Attendant reported having to tell one passenger to wear a face mask while another passenger spoke up to the Flight Attendant.",
1757910,202008,0001-0600,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant In Charge,Flight Attendant Current,,Safety Related Duties,Communication Breakdown,Party1 Flight Attendant; Party2 Other,,1757910,Aircraft X,General Seating Area,Air Carrier,Flight Attendant In Charge,Flight Attendant Current,,Boarding; Safety Related Duties,Communication Breakdown,Party1 Flight Attendant; Party2 Other,,1757914,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Crew,In-flight,General None Reported / Taken,Company Policy; Environment - Non Weather Related; Procedure; Human Factors,Human Factors,"Guest noted with mask not over nose. Was asked to bring mask over nose in compliance with policy. He gave some body language he was not pleased; but he appeared to bring the mask up. Requested FA B to check as she worked on compliance to ensure passenger's mask was properly donned. It appeared it came down again. During demo he leaned his head in so I did not have a clear view but requested a third time for guest to adhere to the policy of the nose being fully covered. He expressed concern he had trouble seeing. I apologized but thanked him for adherence to the policy indicating it is not fun for anyone. Prior to taxi FA B and I discussed what the next steps would be as this had been the third request for compliance already. I relayed what appeared to be the root of the issue and we concurred if he had his mask properly donned no further action would be needed.Please have the gate engage with guests before they are allowed to board: 95% of the issues could be resolved if this was followed. Having FA's be the last line is really not great during the pandemic and it appears gate partners are no longer actively enforcing the policy change that occurred on [date].",,"Passenger was notified by both FA A and B to cover nose with face covering. For final compliance guest had nose covered.",,"Flight attendants reported a passenger was not complying with wearing a face mask and had to be told three times to wear it correctly.",
1757912,202008,1801-2400,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Door Area,Air Carrier,Flight Attendant In Charge,Flight Attendant Current,,Safety Related Duties; Boarding,Situational Awareness; Workload; Distraction; Communication Breakdown,Party1 Flight Attendant; Party2 Other,,1757912,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,Aircraft In Service At Gate,General None Reported / Taken,Environment - Non Weather Related; Human Factors,Human Factors,"Passenger A boarded and I noticed her mask was down I advised her to cover her nose for boarding. She was sitting in X6. She later came up to first class as the Customer Service Agent (CSA) upgraded her. She came up with her mask below her nose. I told her please cover your nose and this is the 2nd time I've had to tell you. She then said is this required I said yes it is required. I spoke to the CSA who informed me she is a non-revenue passenger. This made me very uncomfortable. I asked her if she was non-revenue and who she knew at the Airline. She asked me why and I said because you aren't wearing your mask and I need to report it. She refused to give me the name. I honestly didn't feel comfortable having her be seated in first class and on the flight. He said it was up to me to have her off. I decided to let her go. This is unacceptable behavior for a non-revenue passenger.I shouldn't have to feel unsafe or have her argue with me about wearing the mask. I would also let them know flight benefits can be removed and how serious COVID-19 is taken.",,,,"Flight Attendant reported non-revenue passenger refused to comply with the company's face mask policy.",
1757915,202008,0601-1200,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,General Seating Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Boarding,Confusion,,,1757915,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,,Person Flight Attendant,Aircraft In Service At Gate,General None Reported / Taken,Human Factors; Environment - Non Weather Related; Company Policy,Company Policy,"Flight Attendant Crew was told before boarding that we had passenger boarded on our flight who had gotten a warning on his previous flight but the Supervisor said as long as he kept his mask on during boarding he was okay to fly on our flight.This seems like a straight forward violation of policy and safety. The policy is very straight forward. Are the Airline's supervisors not following the procedure because that's their instructions and if so; why not?",,,,"Flight Attendant reported a passenger who had previously violated the face mask policy was allowed to board this flight.",
1758109,202008,,ZZZ.Airport,US,,,0,,,,,,,,,,Air Carrier,Commercial Fixed Wing,,2,Part 121,IFR,Passenger,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Door Area,Air Carrier,Flight Attendant (On Duty),Flight Attendant Current,,Deplaning,Confusion,,,1758109,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Passenger Misconduct,,Y,Person Flight Attendant; Person Ground Personnel,Other Post Flight,General None Reported / Taken,Human Factors; Environment - Non Weather Related,Environment - Non Weather Related,"As the crew was leaving the plane one of the ground personnel told the whole crew (very loud and rudely) that one of our passengers was wearing a bandanna as a face covering. We were not aware during boarding; no one had a bandanna on. I told him we cannot police everyone changing masks. I personally believe he changed it as they were leaving the plane as I never saw a bandanna on anyone as they deplaned. Flight Attendant C handed a mask to the gentleman that we saw in customs wearing a bandanna mask. She had one and asked him to wear it instead of the bandanna.",,,,"Flight Attendant reported being told by a ground person that one of the deplaning passengers was wearing a face mask that did not meet regulations.",
